,,,,,,,,,,,,,,,,,,,,,,
,106,Ogre,6,Blue,,Giant,Broken Spire,Common,Mythic,20,2,1,Frenzy,Big,Regeneration ,Ogre,2,4365,0,Ranger,Lightning Arrow,"Explode a random gem, destroying other gems around it."
,107,Orc,7,Red,,Marauder,Grosh-Nak,Common,Mythic,1,1,1,Doom,Fire Link,Grudge,Orc,2,0,4365,Raven,Final Strike,Destroy [3+Magic] Skulls. Gain 4 Attack if I am damaged.
,108,Orion,11,Yellow,Green,Fey,Divinion Fields,Legendary,Legendary,7,0,1,Siege,Alert,True Shot ,Orion,6,405,6450,Reaver,Double Slice,Deal between 3 – [9+Magic] damage to an enemy and place a Hunter’s Mark. Gain +5 Magic.
,109,Owlbear,10,Yellow,Green,Beast,Forest of Thorns,Rare,Mythic,19,2,1,Beast Bond,Frenzy,Regeneration ,Owlbear,3,4185,700,Revenant,Vengeance,Deal [3+Magic] damage to an enemy. Reduce the enemy’s Attack by 2.
,110,Paladin,11,Yellow,Green,Divine,Whitehelm,Rare,Mythic,19,3,1,Dragon Slayer,Air Link,Reinforced ,Paladin,3,4185,700,Rex Warrior,Ferocity,"Deal [0+Magic] damage to an enemy, Boosted by my Armor. (Boost Ratio 1:1)"
,111,Peasant,3,Blue,,Human,Sword's Edge,Common,Mythic,20,3,1,Greedy,Water Heart,Jinx ,Peasant,2,4365,0,Rhynax,Gorefest,Destroy a Gem and the Gems either side of it.
,112,Pegasus,8,Yellow,Green,Beast,Divinion Fields,Rare,Mythic,12,3,1,Flying,Fast,Arcane ,Pegasus,3,1535,3350,Rock Worm,Burrow,"Deal [2+Magic] damage to the last enemy, and remove all Yellow Gems to Boost damage. (Boost Ratio 2:1)"
,113,Poison Master,9,Blue,Purple,Marauder,Mist of Scales,Rare,Legendary,9,1,1,Sturdy,Alert,Venomous ,Poison Master,3,680,4205,Rowanne,Thorns,"Choose a Green Gem to explode, and Poison a random enemy."
,114,Pride Hunter,8,Red,,Wildfolk,Pridelands,Common,Mythic,20,3,1,Wildfolk Bond,Stealthy,Fire Spirit ,Pride Hunter,2,4365,0,Sabertooth Lion,Saber Strike,"Deal [2+Magic] damage to the first enemy, and Silence them."
,115,Priestess,9,Yellow,,Divine,Whitehelm,Common,Mythic,20,3,1,Divine Bond,Blessed,Regeneration ,Priestess,2,4365,0,Sacred Guardian,Righteous Shield,"Cleanse an ally, and give them [1+Magic] Armor."
,116,Psion,16,Blue,Purple,Daemon,Darkstone,Legendary,Legendary,9,0,1,Magic Link,Alert,Syphon,Psion,6,930,5925,Salamander,Scorching Blast,Deal [4+Magic] true damage randomly split among enemies. Drain 4 Mana from all enemies.
,117,Quasit,9,Purple,,Daemon,Blighted Lands,Common,Ultra-Rare,10,1,1,Daemon Bond,Warded,Venomous,Quasit,2,875,3490,Satyr,Ambush,Reduce a random Skill on an enemy by [1+Magic].
,118,Ragnagord,14,Red,Brown,Wildfolk,Divinion Fields,Epic,Legendary,8,0,1,Marauder Bond,Fast,Fire Spirit ,Ragnagord,5,560,5585,Scale Guard,Twin Fang,Explode [2+Magic] random Gems of a chosen color.
,119,Ranger,10,Yellow,Green,Wildfolk,Maugrim Woods,Rare,Mythic,1,1,1,Wildfolk Bond,Air Spirit,Armor Piercing,Ranger,3,0,4885,Scarlett,Beast Slayer,"Deal [2+Magic] damage to an enemy, and deal 6 damage randomly split among enemies."
,120,Raven,10,Red,Blue,Human,Mist of Scales,Epic,Legendary,19,0,1,Marauder Slayer,Stealthy,Water Spirit ,Raven,5,5245,900,Serpent,Spit Venom,Deal [3+Magic] damage to an enemy. Gain most of the Mana back if the enemy dies.
,121,Reaver,8,Green,,Elf,Zhul'Kari,Common,Mythic,1,1,1,Elf Bond,Nature,Agile ,Reaver,2,0,4365,Shadow Dragon,Evernight,"Deal [0+Magic] damage to first 2 enemies, and remove Red Gems to Boost damage. (Boost Ratio 3:1)"
,122,Revenant,10,Red,Purple,Undead,Khetar,Rare,Mythic,20,3,1,Water Brand,Avenger,Arcane ,Revenant,3,4885,0,Shadow-Hunter,Shadow Strike,"Gain [0+Magic] Attack, and remove all Skull Gems to Boost the effect. (Boost Ratio 1:1)"
,123,Rex Warrior,8,Red,Blue,Wildfolk,Pridelands,Rare,Mythic,8,1,1,Frenzy,Avenger,Regeneration ,Rex Warrior,3,460,4425,Sheggra,Lava Strike,"Gain [0+Magic] Attack, and remove Blue Gems to boost the effect. (Boost Ratio 2:1)"
,124,Rhynax,10,Green,Brown,Beast,Broken Spire,Rare,Mythic,19,1,1,Beast Bond,Sturdy,Stone Spirit ,Rhynax,3,4185,700,Siren,Lure,"Deal [2+Magic] damage to an enemy, and 1 damage to adjacent enemies."
,125,Roc,15,Yellow,,Beast,Drifting Sands,Common,Rare,10,1,1,Flying,Grudge,Arcane,Roc,2,875,3490,Skeleros,Bone Crusher,Deal [9+Magic] damage to an enemy. Gain 8 Attack and Life. Can only be cast once.
,126,Rock Worm,8,Brown,,Monster,Khaziel,Common,Mythic,20,1,1,Cunning,Stone Heart,Stone Spirit ,Rock Worm,2,4365,0,Skeleton,Wake the Dead,Deal [2+Magic] damage to the last enemy. Create 7 Brown Gems.
,127,Rowanne,12,Green,Blue,Fey,Forest of Thorns,Epic,Epic,7,0,1,Nature Heart,Water Spirit,Reinforced ,Rowanne,5,360,5785,Soothsayer,Spirit’s Call,"Deal [3+Magic] damage randomly split among enemies, Boosted by my Armor. (Boost Ratio 1:1)"
,128,Sabertooth Lion,9,Green,Blue,Beast,Pridelands,Rare,Mythic,15,1,1,Beast Bond,Nature Spirit,Alert ,Sabertooth Lion,3,2485,2400,Sparkgrinder,Upgrade,Deal [3+Magic] damage to an enemy. Gain 2 Magic if the enemy dies.
,129,Sacred Guardian,11,Brown,Yellow,Divine,Whitehelm,Ultra-Rare,Legendary,19,2,1,Flying,Blessed,Armored ,Sacred Guardian,4,4665,800,Spider Queen,Web,"Deal [2+Magic] damage to an enemy, and increase your Armor by [2+Magic]."
,130,Salamander,13,Red,Green,Elemental,Pridelands,Epic,Epic,15,0,1,Elemental Bond,Pyromania,Fireproof ,Salamander,5,3045,3100,Spider Swarm,Spider Bite,Deal [4+Magic] damage to an enemy and Burn them.
,131,Sand Shark,12,Red,Brown,Monster,Drifting Sands,Ultra-Rare,Ultra-Rare,17,1,1,Cunning,Frenzy,Doom,Sand Shark,4,3565,1900,Star Gazer,Blessing,Deal [2+Magic] damage to a random enemy. 25% chance to devour the enemy.
,132,Satyr,9,Green,,Wildfolk,Pan's Vale,Common,Mythic,20,3,1,Wildfolk Bond,Stealthy,Nature Spirit ,Satyr,2,4365,0,Steam Turret,Barrage,Deal [4+Magic] damage to the last enemy. Gain an extra turn.
,133,Scale Guard,7,Red,,Marauder,Mist of Scales,Common,Mythic,20,3,1,Fire Link,Frenzy,Venomous ,Scale Guard,2,4365,0,Stone Giant,Destruction,Deal [2+Magic] damage to an enemy. Deal 6 more damage if they are Poisoned.
,134,Scarlett,14,Red,Green,Knight,Maugrim Woods,Epic,Epic,8,0,1,Leader,Beast Slayer,Fire Spirit ,Scarlett,5,560,5585,Summer Imp,Sunburst,Deal [5+Magic] damage to an enemy. Deal double damage if they are a Beast.
,135,Serpent,7,Blue,,Beast,Stormheim,Common,Mythic,20,3,1,Cunning,Agile,Venomous ,Serpent,2,4365,0,Summoner,Bolster,Poison the first 2 enemies and create 9 Red Gems. Gain [1+Magic] Life.
,136,Shadow Dragon,14,Purple,Yellow,Dragon,Sword's Edge,Legendary,Legendary,19,0,1,Magic Link,Sturdy,Darkfall,Shadow Dragon,6,5855,1000,Sunweaver,Ancient’s Glory,"Poison all enemies, and deal [1+Magic] true damage to a random enemy. Transform all Yellow Gems to Purple to Boost the effect. (Boost Ratio 3:1)"
,137,Shadow-Hunter,13,Blue,Purple,Wildfolk,Pridelands,Epic,Legendary,15,0,1,Water Link,Magic Spirit,Agile ,Shadow-Hunter,5,3045,3100,Swamplash,Twisting Vines,"Deal [4+Magic] damage to the healthiest enemy, boosted by all enemy Life. (Boost Ratio 4:1)"
,138,Sheggra,16,Red,Brown,Dragon,Broken Spire,Legendary,Legendary,19,0,1,Huge,Aflame,Molten,Sheggra,6,5855,1000,Sylvasi,Mischief,"Create [2+Magic] Red Gems, then turn all Red Gems to Skulls."
,139,Siren,9,Purple,Green,Fey,Pan's Vale,Rare,Mythic,15,1,1,Blessed,Alert,Empowered ,Siren,3,2485,2400,Tankbot 2000,Gear Strike,"Deal [1+Magic] damage to an enemy, and create 9 Gems of that troop’s Mana Color."
,140,Skeleros,8,Red,Purple,Undead,Wild Plains,Epic,Legendary,9,0,1,Undead Bond,Magic Brand,Reinforced ,Skeleros,5,830,5315,Tau,Stalk Prey,"Destroy [4+Magic] Skulls, then create 5 Skulls."
,141,Skeleton,10,Purple,,Undead,Khetar,Common,Mythic,20,3,1,Undead Bond,Knight Slayer,Reinforced ,Skeleton,2,4365,0,Tauros,Trample,Create 7 Skulls. Gain [1+Magic] Attack. Gain an extra turn.
,142,Soothsayer,9,Green,Brown,Wildfolk,Wild Plains,Rare,Mythic,10,1,1,Stone Link,Cursed,Empowered ,Soothsayer,3,955,3930,Templar,Shield Wall,"Choose a Purple Gem, and destroy its row and column. All other allies gain 1 Magic."
,143,Sparkgrinder,12,Red,Yellow,Dwarf,Adana,Epic,Epic,18,0,1,Elemental Slayer,Construct Bond,Reinforced ,Sparkgrinder,5,4545,1600,Terraxis,Petrify,Give an ally [3+Magic] Attack and Armor.
,144,Spider Queen,9,Purple,Green,Elf,Zhul'Kari,Ultra-Rare,Legendary,8,1,1,Leader,Life Drain,Venomous ,Spider Queen,4,505,4960,The Silent One,Hush,Reduce an enemy’s Armor by [1+Magic] and drain their Mana.
,145,Spider Swarm,6,Red,,Beast,Zhul'Kari,Common,Rare,15,1,1,Cunning,Sturdy,Venomous ,Spider Swarm,2,2275,2090,Thrall,Suffering,Deal [1+Magic] damage to an enemy. Has a chance to poison the enemy.
,146,Star Gazer,9,Purple,Green,Divine,Divinion Fields,Rare,Mythic,9,1,1,Blessed,Magic Spirit,Empowered ,Star Gazer,3,680,4205,Treant,Barkskin,"Give an ally [0+Magic] Attack, and remove all Blue Gems to Boost the effect. (Boost Ratio 4:1)"
,147,Steam Turret,10,Brown,Yellow,Construct,Adana,Rare,Mythic,20,1,1,Construct Bond,Fire Spirit,Reinforced ,Steam Turret,3,4885,0,Tyri,Treasure Hunt,Deal [3+Magic] damage randomly split among enemies.
,148,Stone Giant,10,Green,Blue,Giant,Broken Spire,Ultra-Rare,Legendary,13,1,1,Giant Bond,Big,Stoneskin ,Stone Giant,4,2010,3455,Valkyrie,Valhalla,"Deal [3+Magic] damage to a random enemy, and remove all Red Gems to Boost damage. (Boost Ratio 3:1)"
,149,Succubus,9,Red,Purple,Daemon,Blighted Lands,Rare,Ultra-Rare,10,1,1,Cursed,Life Drain,Daemonic Pact,Succubus,3,955,3930,Vampire Lord,Lifeblood,Drain [1+Magic] Mana from an enemy and place Deathmark on them.
,150,Summer Imp,12,Yellow,,Elemental,Primal,Legendary,Legendary,15,0,1,Elemental Bond,Air Link,Sunshine,Summer Imp,6,3405,3450,Venoxia,Noxious Gas,Deal [3+Magic] damage randomly split among enemies and create 7 Red Gems. If an enemy dies gain 8 Magic.
,151,Summoner,14,Red,Purple,Marauder,Grosh-Nak,Rare,Mythic,20,3,1,Magic Heart,Jinx,Daemonic Pact ,Summoner,3,4885,0,War Sphinx,The Riddle,Give all Allies 4 Life. Summon a level [0] Ghoul.
,152,Sunweaver,13,Yellow,Blue,Undead,Wild Plains,Epic,Epic,16,0,1,Monster Slayer,Jinx,Water Spirit ,Sunweaver,5,3495,2650,Warhound,Howl,"Increase Attack, Armor and Life of an Ally by [2+Magic]. Ally also gains 6 Mana."
,153,Swamplash,12,Green,Brown,Monster,Mist of Scales,Epic,Epic,9,0,1,Monster Bond,Nature Link,Impervious ,Swamplash,5,830,5315,Warlock,Dark Channel,Deal [6+Magic] damage to an enemy troop. Deal double damage if the enemy is entangled. Entangle the enemy.
,154,Sylvasi,14,Red,Green,Fey,Pan's Vale,Epic,Epic,8,0,1,Nature Brand,Stealthy,Avenger ,Sylvasi,5,560,5585,Watcher,Piercing Gaze,"Steal [0+Magic] Attack from an enemy, and transform all Yellow Gems to Purple to Boost the effect. (Boost Ratio 5:1)"
,155,Tankbot 2000,11,Red,Brown,Construct,Adana,Epic,Epic,16,0,1,Fire Brand,Fast,Reinforced ,Tankbot 2000,5,3495,2650,Webspinner,Venom Weave,Steal 4 Armor from an enemy and deal [3+Magic] damage.
,156,Tau,11,Yellow,Blue,Wildfolk,Sword's Edge,Epic,Legendary,17,0,1,Knight Slayer,Dragon Slayer,Impervious ,Tau,5,3995,2150,Wight,Life Drain,"Gain [0+Magic] Attack, and remove all Red Gems to boost the effect. (Boost Ratio 1:1)"
,157,Tauros,7,Green,,Wildfolk,Wild Plains,Common,Mythic,20,3,1,Nature Link,Sturdy,Avenger ,Tauros,2,4365,0,Wild Fang,Primal Fury,"Deal [2+Magic] damage to the first enemy. If I am damaged, deal 5 damage to the second enemy."
,158,Templar,10,Blue,Brown,Knight,Whitehelm,Rare,Mythic,19,1,1,Defender,Water Link,Armored ,Templar,3,4185,700,Winter Imp,Frostbite,"Give all allies [0+Magic] Armor, and transform all Red Gems to Green to Boost the effect. (Boost Ratio 5:1)"
,159,Terraxis,14,Red,Yellow,Daemon,Broken Spire,Epic,Epic,8,0,1,Siege,Fire Link,Stone Spirit ,Terraxis,5,560,5585,Wolf Knight,Hunt,"Deal [1+Magic] damage to all enemies, and transform Blue Gems to Brown to Boost the effect."
,160,The Great Maw,24,Brown,Yellow,Monster,Drifting Sands,Legendary,Legendary,19,0,1,Frenzy,Huge,Hunger,The Great Maw,6,5855,1000,Zephyros,Lightning Bolt,Devour an enemy. Create 8 Yellow Gem and Brown Gems. Can only be cast once.
,161,The Silent One,18,Yellow,Blue,Daemon,Pan's Vale,Legendary,Legendary,8,0,1,Water Link,Demonic Pact,Silence,The Silent One,6,630,6225,Zombie,Eat Brains,Silence all enemies and himself.
,162,Thrall,6,Purple,,Human,Darkstone,Common,Mythic,20,1,1,Human Bond,Magic Heart,Magic Link ,Thrall,2,4365,0,,,"Destroy [4+Magic] random Gems. Take 2 damage. If there are 10 or more Red Gems on the board, gain an extra turn."
,163,Treant,12,Green,Blue,Fey,Forest of Thorns,Ultra-Rare,Mythic,9,1,1,Nature Heart,Big,Stoneskin ,Treant,4,745,4720,,,"Gain [0+Magic] Attack and Armor, and remove all Brown Gems to Boost the effect. (Boost Ratio 4:1)"
,164,Twisted Hero,10,Red,Yellow,Undead,Blighted Lands,Ultra-Rare,Epic,10,1,1,Undead Bond,Doom,Grudge,Twisted Hero,4,1045,4420,,,Create [Magic -1] Red and Purple Gems. Increase a random skill on a random ally by [1+Magic].
,165,Tyri,8,Purple,Green,Elf,Zhul'Kari,Epic,Epic,15,0,1,Greedy,Stealthy,Arcane ,Tyri,5,3045,3100,,,"Remove all Gems of a chosen color. Gain [4+Magic] Gold, Boosted by the gems removed. (Boost Ratio 3:1)"
,166,Valkyrie,10,Red,Yellow,Divine,Stormheim,Rare,Mythic,20,3,1,Divine Bond,Necromancy,Water Link ,Valkyrie,3,4885,0,,,Transform a selected Mana color to Blue. Gain [1+Magic] Soul(s).
,167,Vampire Lord,13,Red,Yellow,Undead,Ghulvania,Rare,Mythic,8,1,1,Knight Slayer,Life Drain,Fire Spirit ,Vampire Lord,3,460,4425,,,"Deal [1+Magic] True Damage to an enemy, and remove all Red Gems to boost the effect. Gain 4 Life. (Boost Ratio 3:1)"
,168,Venbarak,13,Blue,Purple,Dragon,Blighted Lands,Epic,Legendary,10,0,1,Immune,Magic Link,Virulence,Venbarak,5,1165,4980,,,Deal [1+Magic] damage to all enemies. 30% chance to Disease all enemies.
,169,Venoxia,16,Purple,Green,Dragon,Mist of Scales,Legendary,Legendary,9,0,1,Nature Brand,Arcane,Miasma,Venoxia,6,930,5925,,,"Create 9 Green and 9 Blue Gems, then deal 2 True Damage to all enemies. Gain [0+Magic] Attack."
,170,War Sphinx,7,Blue,Purple,Monster,Khetar,Ultra-Rare,Legendary,19,1,1,Water Brand,Regeneration,Impervious ,War Sphinx,4,4665,800,,,Jumble the Board. Gain an extra turn.
,171,Warhound,7,Yellow,Green,Beast,Sword's Edge,Rare,Mythic,19,2,1,Beast Bond,Frenzy,Air Link ,Warhound,3,4185,700,,,Reduce the first enemy’s Attack by [0+Magic].
,172,Warlock,8,Blue,Brown,Human,Karakoth,Rare,Mythic,20,1,1,Daemon Bond,Water Spirit,Daemonic Pact ,Warlock,3,4885,0,,,"Deal [0+Magic] damage to an enemy, and remove all Purple Gems to Boost damage. (Boost Ratio 3:1)"
,173,Watcher,12,Brown,Purple,Monster,Darkstone,Ultra-Rare,Legendary,9,1,1,Daemon Bond,Stone Heart,Arcane ,Watcher,4,745,4720,,,"Deal [2+Magic] true damage to an enemy, and 1 true damage to adjacent enemies. Drain the enemy’s Mana if they have a Status Effect."
,174,Webspinner,16,Green,Blue,Daemon,Zhul'Kari,Legendary,Legendary,15,0,1,Daemon Bond,Sturdy,Lethal Toxin,Webspinner,6,3405,3450,,,Deal [0+Magic] Damage to all enemies and Poison them. Create 9 Green Gems.
,175,Wight,10,Red,Blue,Undead,Khetar,Rare,Mythic,20,1,1,Water Link,Life Drain,Fire Spirit ,Wight,3,4885,0,,,Steal [1+Magic] Life from an enemy. Create 5 Purple Gems.
,176,Wild Fang,11,Red,Blue,Marauder,Wild Plains,Epic,Epic,10,0,1,Wildfolk Slayer,Fast,Armored ,Wild Fang,5,1165,4980,,,Deal [4+Magic] damage to a random enemy. Deal triple damage if they are Wildfolk.
,177,Winter Imp,12,Blue,,Elemental,Primal,Legendary,Legendary,15,0,1,Elemental Bond,Water Link,Chill,Winter Imp,6,3405,3450,,,"Deal [3+Magic] true damage randomly split among enemies, and remove all Blue Gems to Boost damage. If an enemy dies gain 4 Magic. (Boost Ratio 3:1)"
,178,Wolf Knight,8,Brown,Yellow,Knight,Sword's Edge,Rare,Legendary,6,1,1,Fireproof,Air Spirit,Armor Piercing,Wolf Knight,3,185,4700,,,Deal [1+Magic] true damage. Add 3 damage if the enemy is wounded.
,179,Wyvern,10,Green,Brown,Dragon,Grosh-Nak,Ultra-Rare,Ultra-Rare,5,1,1,Dragon Bond,Sturdy,Fast,Wyvern,4,115,5350,,,Deal [4+Magic] damage to the first enemy and poison the last enemy. 
,180,Zephyros,12,Yellow,Blue,Giant,Stormheim,Epic,Legendary,11,0,1,Giant Bond,Air Link,Air Spirit ,Zephyros,5,1515,4630,,,"Destroy a Column. Deal [5+Magic] damage randomly split among enemies, Boosted by Yellow Gems destroyed. (Boost Ratio x3)"
,181,Zombie,7,Purple,,Undead,Ghulvania,Common,Mythic,20,3,1,Undead Bond,Necromancy,Magic Spirit,Zombie,2,4365,0,,,"Remove [3+Magic] random Skulls, and restore full Life. Increase a random Skill by 2."
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Totals:,Original,Latest,,,,,,,Totals,,497450,502760,,,
,,,,,,,Common,27,0,,,,,,,,,,,,,A 10% chance to die each turn (after 2 turns). There is a cumulative 10% chance to recover each turn.
,,,,,,,Rare,48,3,,,,,,,,,,1000210,,,Disease halves the Mana a troop gains. There is a cumulative 10% chance to recover each turn.
,,,,,,,Ultra-Rare,29,7,,,,,,,,,,41000,,,
,,,,,,,Epic,48,29,,,,,,,,,,1041210,,,
,,,,,,,Legendary,29,72,,,,,,,,,,,,,
,,,,,,,Mythic,0,65,,,,,,,,,2550,520605,,,
,,,,,,,Missing,0,5,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Totals:,181,181,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Lvl,,,,,,,,,,,,,
,,,,,,,,,20,36,,,,,,,,,,,,
,,,,,,,,,19,39,,,,,,,,,,,,
,,,,,,,,,18,6,,,,,,,,,,,,
,,,,,,,,,17,2,,,,,,,,,,,,
,,,,,,,,,16,3,,,,,,,,,,,,
,,,,,,,,,15,14,,,,,,,,,,,,
,,,,,,,,,14,1,,,,,,,,,,,,
,,,,,,,,,13,2,,,,,,,,,,,,
,,,,,,,,,12,3,,,,,,,,,,,,
,,,,,,,,,11,1,,,,,,,,,,,,
,,,,,,,,,10,16,,,,,,,,,,,,
,,,,,,,,,9,14,,,,,,,,,,,,
,,,,,,,,,8,15,,,,,,,,,,,,
,,,,,,,,,7,13,,,,,,,,,,,,
,,,,,,,,,6,1,,,,,,,,,,,,
,,,,,,,,,5,1,,,,,,,,,,,,
,,,,,,,,,4,0,,,,,,,,,,,,
,,,,,,,,,3,0,,,,,,,,,,,,
,,,,,,,,,2,1,,,,,,,,,,,,
,,,,,,,,,1,13,,,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,
